ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,default payment next month,TOTAL PAID,TOTAL_SPEND,
27201,180000,1,1,1,42,-1,-1,-1,-2,-2,-2,0,1550,3046,
27202,360000,1,2,1,38,-2,-2,-2,-2,-2,-2,0,5020,6296,
27203,150000,1,2,1,43,0,0,0,0,0,0,0,24120,779046,
27204,280000,1,3,3,42,1,-2,-1,0,0,0,0,18100,34216,
27205,130000,1,3,1,39,0,-1,-1,-1,-1,-1,0,2340,53740,
27206,240000,1,2,1,47,0,0,2,2,0,0,0,27611,696724,
27207,90000,1,2,1,41,0,0,-1,0,0,0,0,97236,317723,
27208,190000,1,2,1,41,0,0,0,2,0,0,0,67160,538430,
27209,20000,1,1,1,41,0,0,0,0,0,0,0,21587,94891,
27210,50000,1,2,1,40,0,0,2,2,2,2,1,16997,285907,
27211,160000,1,1,2,27,-1,-1,-1,-1,-1,-2,0,7906,9017,
27212,60000,1,3,2,31,2,2,2,2,0,0,1,12000,203957,
27213,150000,1,1,2,27,0,0,0,0,0,0,0,8000,261857,
27214,100000,1,1,2,27,2,0,0,2,2,2,1,15740,228564,
27215,60000,1,2,1,35,2,2,2,2,2,2,0,6400,130983,
27216,220000,1,1,1,37,-1,-1,-1,0,-1,-1,0,43827,48475,
27217,130000,1,1,2,49,2,2,2,2,2,2,1,17600,428347,
27218,10000,1,3,2,42,1,2,2,2,0,0,1,4931,38544,
27219,200000,1,3,2,31,0,0,0,-2,-1,0,0,2452,14760,
27220,150000,1,3,1,42,0,0,0,0,0,0,0,30024,801459,
27221,100000,1,1,2,32,0,0,0,0,0,0,0,10700,156582,
27222,300000,1,2,2,36,2,2,2,2,2,2,1,43965,1752054,
27223,160000,1,1,2,30,1,-1,-1,-1,0,-1,1,1950,1950,
27224,500000,1,1,2,31,0,0,-1,-1,-1,-1,0,24197,58147,
27225,80000,1,3,2,34,0,0,0,0,0,2,1,18600,394720,
27226,90000,1,2,1,31,0,0,2,0,0,0,0,29481,448859,
27227,320000,1,1,1,33,-2,-2,-2,-2,-2,-2,0,45336,41093,
27228,390000,1,1,1,35,-1,-1,0,0,0,0,0,98665,353212,
27229,30000,1,2,1,40,1,4,3,2,2,3,1,2000,84393,
27230,170000,1,2,1,34,1,-2,-1,-1,0,0,0,29977,34409,
27231,200000,1,1,2,36,2,2,2,0,0,0,1,22000,550736,
27232,380000,1,5,1,48,-1,-1,-1,-1,0,-1,0,101740,98570,
27233,260000,1,1,1,43,-1,-1,-2,-2,-1,-1,0,1695,2110,
27234,360000,1,1,1,32,-1,-1,-1,-1,-1,-1,0,27875,31130,
27235,240000,1,1,1,35,-1,-1,-1,0,-1,-1,0,83980,78949,
27236,100000,1,1,2,31,1,2,2,0,0,2,0,7700,138721,
27237,90000,1,2,1,39,0,0,0,0,0,0,1,19191,428842,
27238,290000,1,2,2,38,-1,-1,-1,-1,-1,-1,0,16507,87218,
27239,80000,1,3,2,42,0,0,2,0,0,0,0,21548,116117,
27240,240000,1,1,1,39,-1,-1,-1,-1,-1,-1,0,47066,39791,
27241,30000,1,1,2,29,0,0,0,0,0,-1,0,10623,93923,
27242,30000,1,2,1,42,2,0,0,0,0,0,0,7691,175465,
27243,50000,1,2,2,33,0,0,0,0,0,0,1,8871,118581,
27244,180000,1,3,1,37,-1,-1,-1,0,-1,-1,1,7979,9712,
27245,310000,1,2,1,32,0,0,0,0,0,2,0,17000,118406,
27246,80000,1,1,2,35,0,0,0,0,0,0,0,15000,305852,
27247,50000,1,2,1,42,1,2,0,0,-1,2,0,11607,157611,
27248,390000,1,3,2,35,0,0,0,0,0,0,0,59000,419714,
27249,440000,1,1,2,39,0,0,0,0,0,0,0,16170,512180,
27250,50000,1,2,2,30,1,-1,-1,-1,0,0,0,12253,29570,
27251,210000,1,1,1,33,0,0,0,0,0,0,0,27672,855503,
27252,230000,1,3,2,34,0,0,0,0,0,0,0,34314,756083,
27253,50000,1,2,1,43,0,0,0,0,0,0,0,7537,174490,
27254,100000,1,3,2,48,-1,-1,2,2,-1,-1,1,1560,2340,
27255,80000,1,1,1,46,2,2,2,2,2,2,0,10800,253900,
27256,250000,1,3,1,28,0,0,0,0,0,0,0,26324,812570,
27257,150000,1,3,1,45,-2,-2,-2,-2,-2,-2,0,13788,12961,
27258,140000,1,3,1,42,0,0,0,0,0,0,0,38140,627270,
27259,530000,1,1,1,35,0,0,0,0,0,0,0,72525,1884287,
27260,20000,1,1,2,30,2,2,2,2,0,0,1,5641,113224,
27261,130000,1,1,1,29,0,0,0,0,0,0,0,18000,362135,
27262,20000,1,3,2,34,1,4,3,2,2,2,0,3363,88705,
27263,50000,1,2,1,38,3,2,3,2,2,2,1,8000,214825,
27264,470000,1,3,2,37,2,2,0,0,0,0,1,80800,2772282,
27265,310000,1,2,2,41,0,0,0,0,0,0,0,226528,1403335,
27266,180000,1,2,1,49,-2,-2,-2,-2,-2,-2,0,2425,45,
27267,310000,1,1,1,45,-2,-2,-2,-2,-2,-2,0,7701,16579,
27268,160000,1,1,1,42,2,2,0,0,2,2,1,5392,92586,
27269,500000,1,2,2,32,0,0,0,2,0,0,0,51500,833962,
27270,380000,1,2,1,37,0,0,0,0,0,0,0,53050,1468459,
27271,250000,1,0,1,35,-2,-2,-2,-2,-2,-2,0,55327,77413,
27272,500000,1,1,2,39,-1,-1,-1,-1,-1,0,0,310108,204204,
27273,210000,1,1,2,33,-1,-1,-1,-1,-1,-1,0,60608,63868,
27274,250000,1,1,1,46,-2,-2,-2,-2,-2,-2,1,500,500,
27275,60000,1,1,2,28,0,0,0,2,0,0,0,12515,315190,
27276,200000,1,2,1,44,-1,-1,-1,-1,-1,-1,0,55018,53441,
27277,200000,1,1,1,30,2,2,2,2,2,2,1,9040,269366,
27278,20000,1,2,2,44,1,2,2,2,0,0,0,4399,111857,
27279,360000,1,1,1,41,-2,-2,-2,-2,-2,-2,1,7037,6868,
27280,100000,1,2,1,39,0,0,-2,-2,-2,-2,0,0,91300,
27281,180000,1,2,1,37,0,0,0,0,0,0,0,25110,561573,
27282,380000,1,1,1,46,1,-2,-2,-2,-2,-2,0,0,0,
27283,50000,1,3,1,28,0,0,0,0,0,0,0,12006,301122,
27284,200000,1,1,2,32,0,0,0,0,0,0,0,35437,896785,
27285,200000,1,1,1,41,-1,-1,-1,-1,-1,-1,1,3599,3480,
27286,280000,1,1,2,32,0,0,0,0,0,0,0,49770,1163065,
27287,200000,1,1,1,34,1,-2,-2,-1,0,0,0,44941,120156,
27288,150000,1,1,2,30,0,0,0,0,0,0,0,324249,791354,
27289,360000,1,2,1,31,0,0,0,0,0,0,1,51417,1551285,
27290,230000,1,1,1,35,-2,-2,-2,-2,-2,-2,0,17478,14686,
27291,240000,1,2,3,35,0,0,0,0,0,0,0,7332,83497,
27292,420000,1,1,1,40,-1,-1,-1,2,2,-2,0,6424,16237,
27293,450000,1,1,1,37,-2,-2,-2,-2,-2,-2,0,140573,120712,
27294,10000,1,3,2,34,0,0,0,0,0,0,0,5606,55247,
27295,100000,1,2,1,30,0,0,0,0,0,-2,0,3841,106154,
27296,180000,1,1,1,45,1,-2,-2,-2,-2,-2,1,0,0,
27297,10000,1,3,2,43,0,0,0,0,0,0,0,5345,52854,
27298,20000,1,3,2,43,0,0,0,0,0,0,1,6048,109137,
27299,50000,1,1,2,32,0,0,2,3,2,2,1,7900,112440,
27300,250000,1,1,2,32,-1,-1,-1,-1,-1,-1,0,198806,254137,
27301,150000,1,2,1,48,0,0,0,0,0,0,0,21230,567961,
27302,30000,1,2,2,30,0,0,0,0,-1,0,0,35914,138800,
27303,500000,1,1,1,31,0,0,0,0,0,0,0,110035,2118528,
27304,120000,1,1,2,31,0,0,0,0,0,0,0,35000,414581,
27305,200000,1,1,2,31,-2,-2,-2,-2,-1,0,0,144482,152539,
27306,340000,1,3,1,44,0,0,0,0,0,0,0,23733,664371,
27307,20000,1,2,2,44,0,-1,-1,0,0,0,0,24486,99181,
27308,20000,1,2,1,37,0,0,0,0,0,0,0,4381,44933,
27309,20000,1,3,2,33,1,2,2,2,2,2,0,6000,106140,
27310,220000,1,1,2,34,0,0,-1,-1,-1,0,0,139225,265883,
27311,20000,1,2,1,34,0,0,0,0,0,0,0,6100,17983,
27312,280000,1,2,1,30,-1,3,2,-1,-1,-1,0,3385,4487,
27313,400000,1,1,1,49,-1,-1,-1,-1,-2,-2,0,107680,146490,
27314,310000,1,1,2,45,0,0,0,0,0,0,0,78560,1760044,
27315,30000,1,1,1,37,0,0,0,0,0,0,1,9405,176028,
27316,80000,1,2,2,38,0,0,0,0,0,0,0,21588,369220,
27317,10000,1,5,2,44,0,0,0,0,0,0,0,3714,53800,
27318,70000,1,3,3,47,0,0,0,0,0,0,0,11508,329758,
27319,390000,1,1,2,37,-2,-2,-2,-2,-2,-2,0,5282,4792,
27320,340000,1,3,1,43,0,0,2,2,0,0,0,90427,1667989,
27321,180000,1,1,1,41,1,2,2,2,2,0,1,26100,710563,
27322,100000,1,1,1,31,0,0,0,0,0,0,1,34841,187539,
27323,360000,1,2,2,37,-2,-2,-2,-2,-2,-2,0,47798,30059,
27324,50000,1,3,2,44,0,0,0,2,0,0,0,9099,240515,
27325,360000,1,2,2,33,0,0,-1,-1,0,0,0,162302,302618,
27326,50000,1,2,2,39,0,0,0,0,0,0,0,8910,119492,
27327,150000,1,2,1,35,0,0,0,0,0,0,0,66364,798940,
27328,20000,1,3,1,30,0,0,0,0,-1,0,0,52300,66251,
27329,150000,1,1,1,44,0,0,0,0,0,0,1,43038,805176,
27330,50000,1,3,1,42,0,0,0,0,0,0,0,11638,286967,
27331,500000,1,2,1,40,-1,-1,0,0,0,-1,0,21282,37150,
27332,280000,1,2,1,39,-2,-2,-2,-2,-2,-2,0,26186,24414,
27333,270000,1,2,1,49,0,0,0,2,0,0,0,38107,897700,
27334,110000,1,2,2,42,0,0,2,2,0,0,0,63950,392345,
27335,280000,1,2,2,31,0,0,0,0,0,0,0,24864,727945,
27336,200000,1,2,1,33,-1,-1,-1,-1,0,0,0,31707,52507,
27337,30000,1,2,2,37,2,2,2,0,0,0,1,9425,127975,
27338,130000,1,3,1,44,0,0,0,0,0,0,0,39835,705672,
27339,440000,1,1,2,33,-1,-1,-1,-1,0,-1,0,60157,62550,
27340,170000,1,2,1,37,1,2,0,0,0,0,0,25000,490318,
27341,50000,1,1,2,38,0,0,0,0,0,0,0,18381,233778,
27342,120000,1,3,1,40,-1,-1,0,0,0,0,0,83308,353485,
27343,500000,1,1,2,37,0,0,0,0,0,0,0,6832,203322,
27344,120000,1,1,2,31,-1,-1,-1,-1,-1,-2,0,16610,32205,
27345,180000,1,2,1,33,0,0,0,0,0,0,0,33178,455917,
27346,350000,1,1,2,33,-2,-2,-2,-2,-2,-2,1,12048,13699,
27347,20000,1,2,2,30,0,0,-1,0,0,0,0,23500,79920,
27348,160000,1,2,1,39,0,0,0,0,0,2,1,6448,102322,
27349,290000,1,1,1,37,-2,-2,-2,-2,-2,-2,0,22679,18609,
27350,180000,1,2,2,30,-1,-1,-1,2,-1,-1,0,27076,20185,
27351,200000,1,1,2,32,-1,-1,-1,-2,-2,-2,1,2182,3307,
27352,210000,1,2,1,39,-1,-1,-1,-1,-1,-1,0,8658,8658,
27353,70000,1,2,2,30,1,-1,0,0,0,0,0,24529,72560,
27354,280000,1,2,2,38,2,2,2,2,0,0,1,32212,1005276,
27355,120000,1,3,2,31,1,-2,-2,-2,-2,-2,1,3,-11744,
27356,260000,1,1,2,45,-1,-1,-2,-1,0,-1,0,11122,11705,
27357,340000,1,1,2,31,0,0,0,0,0,0,0,76000,1991286,
27358,260000,1,1,2,29,0,0,0,0,0,0,0,31000,299445,
27359,140000,1,1,2,29,0,0,0,0,0,0,0,10117,212669,
27360,140000,1,2,1,36,1,-1,0,0,0,0,0,97000,205370,
27361,200000,1,2,1,38,1,2,2,2,0,0,0,38600,1152374,
27362,50000,1,2,2,43,0,0,0,0,0,0,1,6848,129060,
27363,130000,1,2,2,27,0,0,0,-2,-2,-2,0,1400,34310,
27364,130000,1,1,2,27,0,0,0,-2,-2,-2,0,2000,119504,
27365,50000,1,2,2,28,0,0,0,2,0,0,0,8191,172648,
27366,20000,1,3,1,28,0,0,0,2,0,0,0,14157,111191,
27367,390000,1,1,2,28,0,0,0,0,0,0,0,40000,127053,
27368,50000,1,2,2,28,2,2,2,2,2,0,0,11611,278273,
27369,30000,1,2,2,29,1,2,0,0,0,0,0,6425,149905,
27370,240000,1,2,1,33,-2,-1,0,0,0,0,0,144691,452365,
27371,180000,1,1,2,31,-1,-1,-1,-1,-1,-1,0,40307,40341,
27372,420000,1,1,2,31,-2,-2,-2,-2,-2,-2,0,146190,168668,
27373,120000,1,1,2,33,2,0,0,0,0,0,1,13500,327728,
27374,450000,1,1,2,34,-1,-1,-1,-1,-1,-1,0,12282,24989,
27375,20000,1,1,2,34,0,0,0,-2,-2,-2,1,1000,22269,
27376,360000,1,2,1,35,-2,-2,-2,-2,-2,-2,1,4452,4407,
27377,350000,1,2,2,40,0,0,0,0,-1,-1,0,4169,88874,
27378,180000,1,3,2,44,0,0,0,0,0,0,0,52018,866846,
27379,410000,1,2,1,41,0,0,0,0,-1,0,0,53899,1626819,
27380,50000,1,3,1,36,0,0,0,0,0,0,0,10733,229255,
27381,430000,1,3,1,36,0,0,0,0,0,0,0,24500,233458,
27382,200000,1,3,3,48,-1,-1,-1,-1,0,0,0,55035,65410,
27383,180000,1,1,2,35,0,0,0,0,0,0,0,15033,225890,
27384,200000,1,1,1,35,0,0,0,0,-1,0,0,278960,407401,
27385,160000,1,2,1,35,2,2,2,0,0,0,1,27900,887860,
27386,100000,1,2,1,47,0,0,0,0,0,0,0,18281,460423,
27387,140000,1,2,2,44,2,0,0,0,0,0,1,20307,528738,
27388,120000,1,2,1,43,-1,-1,-2,-1,-1,-1,0,13006,16961,
27389,360000,1,1,2,37,1,-1,-1,-1,-1,-1,0,4712,4305,
27390,120000,1,1,1,41,0,0,0,0,0,-1,1,121500,408145,
27391,310000,1,1,1,37,-1,-1,-1,-1,-1,-1,0,51835,89877,
27392,180000,1,1,1,44,-2,-2,-2,-2,-2,-2,0,92194,90134,
27393,160000,1,2,1,46,0,0,0,0,0,0,0,25955,669154,
27394,50000,1,2,1,48,2,0,0,0,0,0,1,18508,239541,
27395,300000,1,2,1,40,0,0,0,0,0,0,0,22000,192581,
27396,500000,1,3,1,43,0,0,0,0,0,0,0,23079,261627,
27397,230000,1,2,1,39,1,-1,2,0,0,-1,0,25066,26584,
27398,300000,1,3,1,45,-1,-1,-1,2,-1,0,0,1950,3956,
27399,180000,1,2,2,41,-2,-2,-2,-2,-2,-2,0,1810,1810,
27400,280000,1,2,1,45,-1,-1,-1,-1,-1,-1,0,7242,7242,
27401,20000,1,3,2,47,-1,0,0,-2,-2,-1,0,7004,12631,
27402,360000,1,1,1,37,-1,-1,-1,0,0,0,0,34658,64523,
27403,20000,1,2,3,37,0,0,0,0,0,0,0,10500,113540,
27404,250000,1,1,1,35,0,0,0,0,-1,0,0,48000,319705,
27405,120000,1,1,1,45,0,0,0,0,0,0,0,32400,711300,
27406,100000,1,5,3,44,2,2,0,0,0,0,0,9681,201859,
27407,50000,1,3,1,47,0,0,0,2,0,0,0,8000,87498,
27408,470000,1,3,2,31,-1,-1,2,-1,-1,-1,0,17485,27357,
27409,80000,1,2,1,45,-1,-1,-1,-1,-1,-1,0,115736,132123,
27410,110000,1,2,2,29,0,0,0,0,0,0,0,13202,178577,
27411,280000,1,2,2,30,0,0,0,0,0,0,0,49229,1298076,
27412,200000,1,1,1,37,-2,-2,-2,-2,-2,-2,0,9502,11461,
27413,170000,1,3,1,45,-1,0,0,0,0,0,0,24000,221969,
27414,60000,1,2,1,41,1,-1,0,0,0,0,0,78363,174957,
27415,180000,1,2,1,36,0,0,0,0,0,0,0,41411,1096733,
27416,300000,1,2,1,43,-2,-2,-2,-2,-2,-2,1,0,0,
27417,150000,1,2,1,40,0,0,0,0,0,-2,1,14114,588202,
27418,210000,1,1,2,39,-2,-2,-2,-2,-2,-2,0,21900,36050,
27419,50000,1,3,2,37,-1,0,0,0,0,0,0,54513,211381,
27420,50000,1,1,1,45,-1,-1,-1,-1,-1,-1,1,2340,2340,
27421,300000,1,2,1,35,-2,-2,-2,-2,-2,-2,0,0,0,
27422,80000,1,2,1,43,0,0,0,0,0,0,0,13500,349521,
27423,170000,1,2,2,31,0,-1,0,0,0,0,0,195644,860882,
27424,50000,1,3,1,44,0,0,0,0,0,0,0,5032,91266,
27425,140000,1,2,1,40,0,0,0,0,0,0,1,26062,762580,
27426,350000,1,2,1,36,0,0,-1,0,-1,-1,1,84598,148000,
27427,20000,1,2,1,45,-1,-1,-1,-1,-2,-2,0,4283,-17982,
27428,170000,1,1,2,32,2,2,-2,-2,-2,-1,1,6271,8368,
27429,20000,1,3,2,40,0,0,0,0,0,-1,1,6154,91250,
27430,240000,1,2,1,44,0,0,0,0,0,0,0,7100,116915,
27431,50000,1,2,1,40,0,0,0,0,0,0,1,8618,184858,
27432,230000,1,2,1,41,0,0,0,0,0,0,1,44736,1425846,
27433,100000,1,1,1,35,1,2,-1,-1,0,0,0,15820,36374,
27434,300000,1,1,2,45,-1,-1,-1,0,0,0,0,48382,157521,
27435,90000,1,2,1,42,0,0,0,0,-2,-2,1,9500,270155,
27436,210000,1,1,2,32,0,0,0,0,0,0,0,69500,775727,
27437,50000,1,2,2,44,0,0,0,0,0,0,0,5200,49167,
27438,400000,1,2,1,46,0,0,0,0,0,0,0,156000,729980,
27439,300000,1,1,1,37,-2,-2,-2,-1,-1,-2,0,269495,134863,
27440,150000,1,1,2,32,2,2,2,2,2,2,0,32600,785180,
27441,500000,1,1,1,35,2,0,0,-1,0,0,1,586182,2658143,
27442,300000,1,2,2,38,1,-1,3,2,-1,-1,1,2880,2730,
27443,300000,1,1,1,45,1,-2,-2,-2,-2,-2,0,0,0,
27444,150000,1,1,2,33,-1,2,-1,-1,0,-1,0,66746,28626,
27445,410000,1,1,2,32,0,0,0,0,0,0,0,40000,1009553,
27446,80000,1,1,2,33,0,0,0,0,0,0,0,15720,403209,
27447,50000,1,3,2,33,0,0,-1,0,-1,0,0,49246,107210,
27448,140000,1,3,2,33,-2,-2,-2,-2,-2,-2,0,14396,14120,
27449,150000,1,2,1,33,2,-1,-1,-2,-2,-2,1,1550,2566,
27450,20000,1,1,1,33,0,0,0,0,0,0,0,6004,118715,
27451,200000,1,1,2,33,-1,-1,-1,0,-1,-1,0,29717,41683,
27452,110000,1,2,2,42,0,0,0,0,0,0,0,32300,446617,
27453,230000,1,2,2,41,2,0,0,0,0,0,1,57000,1345795,
27454,50000,1,2,1,49,1,2,2,2,2,2,1,6000,111505,
27455,50000,1,2,2,49,1,2,0,0,0,0,0,9200,216777,
27456,50000,1,1,1,49,-1,-1,-1,2,-1,0,0,37735,69431,
27457,310000,1,1,1,50,-1,-1,-1,-1,-1,-1,0,6347,4666,
27458,10000,1,2,1,49,1,-1,-1,-1,-1,-2,1,1580,1540,
27459,100000,1,3,1,50,2,3,2,2,3,2,0,17000,412518,
27460,700000,1,2,1,50,-2,-2,-2,-2,-2,-2,0,15686,17069,
27461,330000,1,1,1,50,-2,-2,-2,-2,-2,-2,0,1180,1063,
27462,300000,1,2,1,46,-1,-1,-1,-2,-1,0,0,29877,30329,
27463,500000,1,3,1,49,0,0,0,0,0,0,0,60283,1089787,
27464,10000,1,3,1,51,1,-1,2,2,0,0,0,1950,3680,
27465,70000,1,3,1,50,0,0,0,0,0,0,0,37473,305318,
27466,110000,1,2,1,50,1,-1,0,0,0,0,0,75000,187280,
27467,250000,1,2,1,50,0,0,0,0,-2,-1,0,16200,542875,
27468,550000,1,3,1,50,2,2,2,0,0,2,1,124432,2973797,
27469,390000,1,1,2,47,-1,-1,-2,-1,-1,-1,0,8983,9881,
27470,100000,1,6,2,51,2,2,0,0,0,0,0,18396,599841,
27471,20000,1,2,1,47,2,0,0,0,0,0,1,5631,110924,
27472,360000,1,2,1,50,0,0,0,-1,0,0,0,61791,497888,
27473,60000,1,2,1,50,-1,-1,-1,-1,0,0,0,53663,76674,
27474,150000,1,2,1,51,2,2,0,0,2,2,1,12087,126333,
27475,360000,1,3,1,49,0,0,0,0,0,0,0,28271,796682,
27476,50000,1,1,2,49,0,0,0,0,0,0,0,7304,178976,
27477,170000,1,1,1,50,1,2,2,2,2,2,0,39100,954022,
27478,300000,1,2,1,51,1,2,0,0,0,2,0,49500,1227113,
27479,150000,1,3,2,51,-1,-1,-1,-1,-1,-1,0,21804,21031,
27480,300000,1,3,1,51,-2,-2,-2,-2,-2,-2,0,4589,5757,
27481,500000,1,1,1,57,-2,-2,-2,-2,-2,-2,0,109451,118138,
27482,160000,1,2,2,57,-2,-2,-2,-2,-2,-1,1,601,595,
27483,50000,1,1,2,54,2,0,0,0,0,0,0,8508,58872,
27484,10000,1,3,2,56,2,2,0,0,0,0,0,9500,46573,
27485,100000,1,3,1,54,2,2,2,3,2,2,1,21320,514356,
27486,300000,1,1,1,58,2,2,2,2,2,2,1,45000,957714,
27487,30000,1,2,1,57,0,0,0,0,0,0,1,7290,164575,
27488,90000,1,1,2,52,0,0,0,0,0,0,0,18618,374449,
27489,30000,1,3,2,53,0,0,0,0,0,0,0,7808,170148,
27490,140000,1,3,1,53,0,0,0,0,0,0,0,22904,606007,
27491,50000,1,1,2,53,0,0,0,0,0,0,0,7127,236856,
27492,100000,1,5,1,53,0,0,0,0,0,0,0,15562,960756,
27493,30000,1,2,1,49,0,0,0,0,0,0,0,17000,175791,
27494,160000,1,3,1,51,0,0,0,-2,-1,-1,1,9306,2821,
27495,10000,1,3,1,57,0,0,0,2,2,0,0,5793,51894,
27496,170000,1,2,1,57,-1,-1,-1,-1,0,-1,1,4980,168,
27497,50000,1,1,1,48,0,0,0,0,0,0,0,6354,196832,
27498,500000,1,3,1,53,-1,2,2,-2,-1,-1,0,4332,9842,
27499,500000,1,3,1,55,2,0,0,0,0,0,1,160800,1823413,
27500,20000,1,2,1,59,3,2,3,3,2,2,1,4000,47048,
27501,20000,1,2,1,52,0,0,0,0,0,0,0,4244,86379,
27502,80000,1,6,1,54,0,0,0,0,0,0,1,9211,258701,
27503,500000,1,1,1,58,1,2,0,0,-1,-1,0,9336,257375,
27504,20000,1,3,2,62,0,0,0,0,0,0,0,5997,108761,
27505,190000,1,2,2,56,0,0,0,0,0,0,0,15646,461723,
27506,160000,1,2,2,59,0,0,0,0,0,0,0,21728,467192,
27507,170000,1,1,2,51,0,0,0,0,0,0,1,33645,1032597,
27508,80000,1,2,1,54,0,0,0,0,0,0,1,17414,415990,
27509,180000,1,2,1,57,0,0,0,0,0,0,0,41000,921947,
27510,50000,1,3,2,51,2,2,0,0,0,0,1,5123,183006,
27511,70000,1,2,2,62,6,5,4,3,2,0,0,4661,552435,
27512,20000,1,2,1,55,0,0,2,0,0,2,1,10617,78433,
27513,330000,1,2,1,48,-1,-1,-1,-1,0,0,0,204278,147716,
27514,330000,1,3,1,57,-2,-2,-2,-2,-2,-2,0,2150,5294,
27515,320000,1,1,1,51,-2,-2,-2,-2,-2,-2,0,21799,21417,
27516,140000,1,3,1,59,-1,-1,-1,-1,-1,-1,0,10845,11402,
27517,20000,1,2,1,55,0,0,0,0,0,0,0,6569,117597,
27518,70000,1,3,1,53,-1,-1,-1,2,0,0,0,4422,4872,
27519,240000,1,2,2,67,0,0,0,0,0,0,0,162081,2853016,
27520,460000,1,2,1,52,0,0,0,0,0,0,0,43154,1016121,
27521,80000,1,1,2,56,0,0,0,0,0,0,1,22884,364940,
27522,20000,1,2,2,56,0,0,2,2,2,0,0,7500,95979,
27523,200000,1,3,1,54,0,0,0,2,0,0,1,13790,27113,
27524,200000,1,2,1,51,2,-1,-1,-1,-1,-1,1,10286,3989,
27525,420000,1,3,1,53,-1,-1,-2,-2,-2,-2,0,5,-11048,
27526,130000,1,2,2,54,0,0,0,0,-2,-2,0,3619,92526,
27527,30000,1,2,3,53,1,-2,-1,2,0,0,1,4070,11720,
27528,110000,1,2,1,51,0,0,0,0,0,0,1,59541,368770,
27529,360000,1,2,1,51,-1,-1,-1,-1,0,0,0,65874,104810,
27530,50000,1,2,1,56,1,2,2,0,0,0,0,7328,224474,
27531,70000,1,3,1,54,0,0,0,0,0,0,0,25991,358922,
27532,420000,1,3,1,59,0,0,0,0,0,0,0,17115,132663,
27533,50000,1,3,1,57,0,0,0,0,0,0,0,6531,174013,
27534,450000,1,2,1,55,2,2,-2,-2,-2,-2,1,0,2500,
27535,50000,1,2,1,56,0,0,0,-1,0,0,0,6068,94997,
27536,20000,1,3,1,53,3,4,3,2,3,2,1,3430,88834,
27537,250000,1,1,1,51,3,2,2,2,2,2,1,0,14922,
27538,20000,1,2,3,53,0,0,0,0,0,0,0,5866,111327,
27539,240000,1,3,1,57,0,0,0,0,0,0,0,40590,1193604,
27540,50000,1,3,1,52,0,0,0,0,0,-1,1,9045,177568,
27541,180000,1,3,1,65,0,-1,0,0,0,0,1,200697,1021742,
27542,250000,1,1,1,71,0,0,0,0,0,0,0,35104,976134,
27543,30000,1,3,2,52,0,0,0,2,2,0,0,9990,200458,
27544,50000,1,3,1,55,0,0,0,0,0,2,1,18272,243316,
27545,20000,1,2,1,62,1,2,2,0,0,0,0,5057,112014,
27546,260000,1,3,1,52,0,0,0,0,0,0,1,28520,856306,
27547,130000,1,3,1,54,-1,-1,-1,-2,-1,-1,0,3383,3270,
27548,490000,1,2,1,51,1,-2,-1,2,0,0,1,38609,60738,
27549,150000,1,3,1,52,2,2,2,2,2,-2,1,122311,785786,
27550,30000,1,3,1,53,1,2,2,2,2,2,1,7903,124728,
27551,50000,1,2,2,54,1,-2,-2,-2,-2,-2,1,0,0,
27552,330000,1,3,1,53,0,0,0,0,0,0,0,14750,736344,
27553,330000,1,2,1,52,0,0,0,0,0,0,0,39396,1064672,
27554,140000,1,3,1,56,2,0,0,0,0,0,1,20864,558840,
27555,40000,1,2,1,55,1,-2,-2,-2,-2,-2,1,0,-6750,
27556,360000,1,3,2,54,-2,-2,-2,-2,-2,-2,0,98652,2340,
27557,80000,1,2,2,59,2,2,2,2,2,0,1,13528,161872,
27558,730000,1,3,1,56,0,0,0,0,0,0,0,49000,1663959,
27559,180000,1,1,1,63,0,0,0,0,0,0,0,30218,787217,
27560,190000,1,3,1,64,0,0,0,2,0,0,0,19700,420342,
27561,50000,1,3,2,57,-1,-1,-1,-1,-1,-1,0,3826,3676,
27562,230000,1,1,1,56,0,0,0,0,0,0,0,9965,235075,
27563,20000,1,3,1,53,0,0,0,0,0,0,0,6046,115029,
27564,130000,1,2,2,56,0,0,0,0,0,0,0,30000,654216,
27565,30000,1,6,1,53,-2,-2,-2,-2,-2,-2,1,24437,1780,
27566,360000,1,1,1,57,1,-2,-1,-1,-1,-2,0,1106,1014,
27567,100000,1,2,1,52,1,2,2,2,2,2,0,5600,103085,
27568,180000,1,3,2,55,0,0,0,0,0,0,0,34059,1005228,
27569,210000,1,2,1,53,1,-1,2,-1,-1,-1,0,8251,8488,
27570,340000,1,2,1,53,0,0,0,0,0,0,1,86604,1847163,
27571,20000,1,1,1,52,0,0,-1,-1,-1,0,0,13560,43497,
27572,20000,1,2,1,52,-2,-2,-2,-2,-2,-2,0,11709,11499,
27573,500000,1,1,1,54,0,0,0,0,0,0,0,109915,2927318,
27574,360000,1,1,1,53,-2,-2,-2,-2,-2,-2,0,15028,14671,
27575,50000,1,3,1,54,0,0,0,0,0,0,0,12300,228260,
27576,530000,1,2,1,54,-2,-2,-2,-2,-1,0,0,176800,296256,
